Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\liuwei\20230223\2023022-LW-S1.mzML	D:\liuwei\20230223\2023022-LW-S2.mzML	D:\liuwei\20230223\2023022-LW-S3.mzML	D:\liuwei\20230223\2023022-LW-SP1.mzML	D:\liuwei\20230223\2023022-LW-SP2.mzML	D:\liuwei\20230223\2023022-LW-SP3.mzML
P61586	P61586;P08134;P62745	RHOA_HUMAN	RHOA	Transforming protein RhoA	412179	468776	483041	343989	362252	304208
P61599	P61599	NAA20_HUMAN	NAA20	N-alpha-acetyltransferase 20	30202.9	32472.6	18187.8	31540	29764.4	19726.8
P61604	P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial	433418	424561	414029	422889	389074	399422
P61619	P61619;Q9H9S3	S61A1_HUMAN	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1	247890	287714	265545	219238	197289	224916
P61758	P61758	PFD3_HUMAN	VBP1	Prefoldin subunit 3	119368	84875.9	105463	120496	137610	140318
P61764	P61764	STXB1_HUMAN	STXBP1	Syntaxin-binding protein 1	769272	689836	717773	855617	827995	881327
P61769	P61769	B2MG_HUMAN	B2M	Beta-2-microglobulin	77040.3	86776.2	69714.3	83319.9	72280.9	78808.4
P61803	P61803	DAD1_HUMAN	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	25721.2	27132	21164	19214.6	19864.8	16776.9
P61812	P61812	TGFB2_HUMAN	TGFB2	Transforming growth factor beta-2 proprotein	43938.4		21996.8	39996.5	21108.2	38071.6
P61923	P61923	COPZ1_HUMAN	COPZ1	Coatomer subunit zeta-1	89971.9	74956.7	103124	111168	87875.9	99957.6
P61927	P61927	RL37_HUMAN	RPL37	60S ribosomal protein L37	131944	136020	136374	134379	128983	128027
P61962	P61962	DCAF7_HUMAN	DCAF7	DDB1- and CUL4-associated factor 7	495305	561961	560070	610355	637482	634138
P61964	P61964	WDR5_HUMAN	WDR5	WD repeat-containing protein 5	608625	602652	596305	704385	731502	748950
P61966	P61966	AP1S1_HUMAN	AP1S1	AP-1 complex subunit sigma-1A	45044.1	40631.3	55113.8	38806.6	40838.9	48427.9
P61968	P61968	LMO4_HUMAN	LMO4	LIM domain transcription factor LMO4	132936	105066	90017	101535	100476	110153
P61970	P61970	NTF2_HUMAN	NUTF2	Nuclear transport factor 2	29739.1	36643.8	23479.9	24716.1	10430	21176.7
P61978	P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	1.70847e+06	1.83939e+06	1.784e+06	1.75713e+06	1.84374e+06	1.8148e+06
P61981	P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	425421	393364	486673	565368	541453	544169
P62070	P62070	RRAS2_HUMAN	RRAS2	Ras-related protein R-Ras2	55830.8	55974.9	42368.6	41608.6	37523.4	37904.6
P62072	P62072	TIM10_HUMAN	TIMM10	Mitochondrial import inner membrane translocase subunit Tim10	110382	100149	121806	122311	100500	159738
P62081	P62081	RS7_HUMAN	RPS7	40S ribosomal protein S7	149518	150009	131225	159062	183381	145094
P62136	P62136;P62140;P36873	PP1A_HUMAN	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	725916	794746	747770	838004	827166	858416
P62140	P62140	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	331177	379596	356056	373974	408327	424766
P62191	P62191	PRS4_HUMAN	PSMC1	26S proteasome regulatory subunit 4	234431	215085	234586	208987	240228	217159
P62195	P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8	470238	535103	499385	431552	435693	460637
P62241	P62241	RS8_HUMAN	RPS8	40S ribosomal protein S8	1.1454e+06	1.24614e+06	1.15601e+06	1.13268e+06	1.12228e+06	1.05415e+06
P62244	P62244	RS15A_HUMAN	RPS15A	40S ribosomal protein S15a	2.59358e+06	2.76149e+06	2.72895e+06	2.31314e+06	2.41882e+06	2.04935e+06
P62249	P62249	RS16_HUMAN	RPS16	40S ribosomal protein S16	2.38372e+06	2.20329e+06	2.28806e+06	2.03248e+06	1.88919e+06	2.04939e+06
P62258	P62258	1433E_HUMAN	YWHAE	14-3-3 protein epsilon	534237	573144	593280	643239	634095	725199
P62263	P62263	RS14_HUMAN	RPS14	40S ribosomal protein S14	2.60487e+06	2.48154e+06	2.2903e+06	1.98499e+06	2.0261e+06	1.92511e+06
P62266	P62266	RS23_HUMAN	RPS23	40S ribosomal protein S23	2.86671e+06	2.49835e+06	2.48211e+06	2.40416e+06	2.36276e+06	2.35272e+06
P62269	P62269	RS18_HUMAN	RPS18	40S ribosomal protein S18	1.23759e+06	1.38478e+06	1.38388e+06	945152	1.01862e+06	968493
P62273	P62273	RS29_HUMAN	RPS29	40S ribosomal protein S29	864509	880729	813948	805121	763383	740613
P62277	P62277	RS13_HUMAN	RPS13	40S ribosomal protein S13	1.86067e+06	1.9956e+06	2.05756e+06	1.17752e+06	1.24905e+06	1.21588e+06
P62280	P62280	RS11_HUMAN	RPS11	40S ribosomal protein S11	2.57182e+06	2.72103e+06	2.64164e+06	1.93632e+06	1.83325e+06	1.9157e+06
P62304	P62304	RUXE_HUMAN	SNRPE	Small nuclear ribonucleoprotein E	846587	766470	920685	686099	570648	856263
P62306	P62306	RUXF_HUMAN	SNRPF	Small nuclear ribonucleoprotein F	135193	144464	150052	124688	114053	114757
P62310	P62310	LSM3_HUMAN	LSM3	U6 snRNA-associated Sm-like protein LSm3	68246	75594.8	69821.4	58493.7	62001.9	70220.3
P62314	P62314	SMD1_HUMAN	SNRPD1	Small nuclear ribonucleoprotein Sm D1	278922	175012	277284	275416	248073	250892
P62316	P62316	SMD2_HUMAN	SNRPD2	Small nuclear ribonucleoprotein Sm D2	646596	623505	686499	508941	489393	458413
P62318	P62318	SMD3_HUMAN	SNRPD3	Small nuclear ribonucleoprotein Sm D3	906490	970281	996917	847658	741835	692603
P62330	P62330	ARF6_HUMAN	ARF6	ADP-ribosylation factor 6	53374.8	9051.06	48234.2			49982.5
P62333	P62333	PRS10_HUMAN	PSMC6	26S proteasome regulatory subunit 10B	331551	349904	346996	330959	314957	347437
P62341	P62341	SELT_HUMAN	SELENOT	Thioredoxin reductase-like selenoprotein T		26922.5		19616.9	41095.5	54282.2
P62380	P62380	TBPL1_HUMAN	TBPL1	TATA box-binding protein-like protein 1	274418	299552	315829	339901	277171	353141
P62424	P62424	RL7A_HUMAN	RPL7A	60S ribosomal protein L7a	378177	383691	343992	286471	302014	287417
P62491;Q15907	Q15907;P62491	RB11A_HUMAN;RB11B_HUMAN	RAB11A;RAB11B	Ras-related protein Rab-11A	93777.5	94746.1	99435.6	71415.4	72978.5	75419.1
P62495	P62495	ERF1_HUMAN	ETF1	Eukaryotic peptide chain release factor subunit 1	77950.8		60355.9	93028.5	72990.6	85247.1
P62633	P62633	CNBP_HUMAN	CNBP	Cellular nucleic acid-binding protein	64837	79573.8	49265.1	78545.9	98826.5	89822.1
P62699	P62699	YPEL5_HUMAN	YPEL5	Protein yippee-like 5	147123	141248	145839	125160	145477	140327
P62701	P62701;Q8TD47	RS4X_HUMAN	RPS4X	40S ribosomal protein S4, X isoform	1.71691e+06	1.72003e+06	1.81491e+06	1.26547e+06	1.26978e+06	1.30998e+06
P62714	P67775;P62714	PP2AB_HUMAN	PPP2CB	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	661886	679690	704620	749866	733059	814663
P62736;P63267	P62736;P68133;P68032;P63267	ACTA_HUMAN;ACTH_HUMAN	ACTA2;ACTG2	Actin, aortic smooth muscle	25971.4	15469.6	16953.6	16007.9	32540.9	20415.9
P62750	P62750	RL23A_HUMAN	RPL23A	60S ribosomal protein L23a	1.06242e+06	1.06195e+06	970386	763068	830944	740336
P62753	P62753	RS6_HUMAN	RPS6	40S ribosomal protein S6	1.51673e+06	1.60988e+06	1.62621e+06	1.03344e+06	1.05863e+06	1.14443e+06
P62805	P62805	H4_HUMAN	H4C1	Histone H4	348526	339915	346596	293331	302726	298053
P62820	P62820	RAB1A_HUMAN	RAB1A	Ras-related protein Rab-1A	350984	442591	448332	364791	324444	383970
P62826	P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran	381863	339291	346767	343436	364328	337072
P62829	P62829	RL23_HUMAN	RPL23	60S ribosomal protein L23	2.70037e+06	2.68179e+06	2.71556e+06	2.21537e+06	2.05279e+06	2.09857e+06
P62841	P62841	RS15_HUMAN	RPS15	40S ribosomal protein S15	1.37686e+06	1.34932e+06	1.31784e+06	1.33526e+06	1.20202e+06	1.30069e+06
P62847	P62847	RS24_HUMAN	RPS24	40S ribosomal protein S24	1.28515e+06	1.26976e+06	1.33666e+06	1.07908e+06	1.00937e+06	1.24407e+06
P62851	P62851	RS25_HUMAN	RPS25	40S ribosomal protein S25	697810	769005	608966	644988	689917	710936
P62854	Q5JNZ5;P62854	RS26_HUMAN	RPS26	40S ribosomal protein S26	1.12303e+06	1.09998e+06	926684	736939	746716	798435
P62857	P62857	RS28_HUMAN	RPS28	40S ribosomal protein S28	360370	416805	416440	453827	503558	392108
P62873	P62873	GBB1_HUMAN	GNB1	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	92236.5	85439.5	86877.1	72144.3	88270.4	71809.1
P62877	P62877	RBX1_HUMAN	RBX1	E3 ubiquitin-protein ligase RBX1	335919	310340	260503	264995	432029	398764
P62879	P16520;P62879;P62873	GBB2_HUMAN	GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	329909	334046	324154	292159	311026	294641
P62888	P62888	RL30_HUMAN	RPL30	60S ribosomal protein L30	331951	238246	268393	324045	294029	275605
P62899	P62899	RL31_HUMAN	RPL31	60S ribosomal protein L31	658279	683085	565994	387692	389243	390038
P62906	P62906	RL10A_HUMAN	RPL10A	60S ribosomal protein L10a	92953.3	102934	81104.7	69374.5	75629.6	67447
P62910	P62910	RL32_HUMAN	RPL32	60S ribosomal protein L32	1.85859e+06	1.61616e+06	1.78859e+06	1.38384e+06	1.3663e+06	1.37763e+06
P62913	P62913	RL11_HUMAN	RPL11	60S ribosomal protein L11	4.3571e+06	4.81692e+06	4.63624e+06	3.44339e+06	3.86127e+06	4.03701e+06
P62917	P62917	RL8_HUMAN	RPL8	60S ribosomal protein L8	1.02167e+06	991839	1.01259e+06	986344	1.06821e+06	1.03779e+06
P62937	P62937	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A	892511	927577	1.04505e+06	1.04543e+06	1.1055e+06	1.08021e+06
P62979	P62987;P62979;P0CG48;P0CG47	RS27A_HUMAN	RPS27A	Ubiquitin-40S ribosomal protein S27a	1.56643e+06	1.54778e+06	1.431e+06	1.46988e+06	1.69011e+06	1.70892e+06
P62987	P62987	RL40_HUMAN	UBA52	Ubiquitin-60S ribosomal protein L40	33313.8	50926.1	40449.3	40597.7	78129.6	47676.9
P62993	P62993	GRB2_HUMAN	GRB2	Growth factor receptor-bound protein 2	347928	332349	344421	392913	387281	367883
P62995	P62995	TRA2B_HUMAN	TRA2B	Transformer-2 protein homolog beta	356208	351055	361741	325403	350608	321896
P63000	P15153;P60763;P63000	RAC1_HUMAN	RAC1	Ras-related C3 botulinum toxin substrate 1	92527.9	129946	101634	101085	119403	139904
P63010	Q10567;P63010	AP2B1_HUMAN	AP2B1	AP-2 complex subunit beta	307128	313719	314241	265708	288894	294478
P63092;Q5JWF2	Q5JWF2;P63092	GNAS1_HUMAN;GNAS2_HUMAN	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	157928	171939	158949	140334	139292	129186
P63096	P63096	GNAI1_HUMAN	GNAI1	Guanine nucleotide-binding protein G(i) subunit alpha-1	42567.4	29822.5	32597.9	20735.3	27308.8	30567.9
P63098	P63098	CANB1_HUMAN	PPP3R1	Calcineurin subunit B type 1	66482.1	68732.4	75658.6	107707	75906.2	78882.8
P63104	P63104	1433Z_HUMAN	YWHAZ	14-3-3 protein zeta/delta	723664	694564	634460	797574	713453	723642
P63151	P63151	2ABA_HUMAN	PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	290605	307674	269804	298603	314028	304677
P63165	P63165;G2XKQ0	SUMO1_HUMAN	SUMO1	Small ubiquitin-related modifier 1	234192	210389	268092	189170	211293	204570
P63167	P63167	DYL1_HUMAN	DYNLL1	Dynein light chain 1, cytoplasmic	877006	656731	806748	761171	722761	984163
P63172	P63172	DYLT1_HUMAN	DYNLT1	Dynein light chain Tctex-type 1	183270	191058	192079	233648	228832	206773
P63173	P63173	RL38_HUMAN	RPL38	60S ribosomal protein L38	2.63226e+06	2.4631e+06	2.43862e+06	2.27937e+06	2.05784e+06	2.17262e+06
P63208	P63208	SKP1_HUMAN	SKP1	S-phase kinase-associated protein 1	778153	850196	789776	850293	828851	846220
P63220	P63220	RS21_HUMAN	RPS21	40S ribosomal protein S21	531828	503097	603748	656907	525890	534092
P63241	Q6IS14;P63241;Q9GZV4	IF5A1_HUMAN	EIF5A	Eukaryotic translation initiation factor 5A-1	2.52583e+06	2.485e+06	2.72683e+06	3.30718e+06	3.3351e+06	2.8594e+06
P63244	P63244	RACK1_HUMAN	RACK1	Receptor of activated protein C kinase 1	1.40144e+06	1.56256e+06	1.56681e+06	1.52269e+06	1.54808e+06	1.7609e+06
P63272	P63272	SPT4H_HUMAN	SUPT4H1	Transcription elongation factor SPT4	335007	359322	351567	115365	117565	126529
P63279	P63279	UBC9_HUMAN	UBE2I	SUMO-conjugating enzyme UBC9	220290	214428	206520	225786	225895	204402
P67775	P67775	PP2AA_HUMAN	PPP2CA	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	154500	177607	85638.4	233945	175391	144507
P67809	P67809	YBOX1_HUMAN	YBX1	Y-box-binding protein 1	157818	162533	168060	127940	111899	136061
P67812	P67812	SC11A_HUMAN	SEC11A	Signal peptidase complex catalytic subunit SEC11A	85822.5	60079.8	75920.3	64380.2	64219.2	68712.3
P67870	P67870	CSK2B_HUMAN	CSNK2B	Casein kinase II subunit beta	177037	158757	199530	124841	129421	139651
P67936	P67936	TPM4_HUMAN	TPM4	Tropomyosin alpha-4 chain	720931	758916	571571	834396	883508	876337
P68036	P68036	UB2L3_HUMAN	UBE2L3	Ubiquitin-conjugating enzyme E2 L3	228567	257480	161927	291489	279624	320390
P68104	Q5VTE0;P68104	EF1A1_HUMAN	EEF1A1	Elongation factor 1-alpha 1	1.57011e+07	1.61809e+07	1.63465e+07	1.68782e+07	1.6144e+07	1.5151e+07
P68366	P68366;Q71U36;Q9BQE3;P68363;A6NHL2	TBA4A_HUMAN	TUBA4A	Tubulin alpha-4A chain	1.62207e+07	1.75211e+07	1.67513e+07	1.33396e+07	1.29592e+07	1.33793e+07
P68371	P04350;P68371	TBB4B_HUMAN	TUBB4B	Tubulin beta-4B chain	4.40648e+06	3.96288e+06	4.47025e+06	2.95418e+06	2.88499e+06	2.7495e+06
P68400	Q8NEV1;P68400	CSK21_HUMAN	CSNK2A1	Casein kinase II subunit alpha	127818	155132	139503	88097.9	106285	107490
P68402	P68402	PA1B2_HUMAN	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit beta	1.29874e+06	1.01451e+06	1.16493e+06	2.1589e+06	2.64246e+06	2.00118e+06
P68431;P84243;Q16695;Q71DI3	Q6NXT2;Q71DI3;Q16695;P84243;P68431	H31T_HUMAN;H31_HUMAN;H32_HUMAN;H33_HUMAN	H3-3A;H3-4;H3C1;H3C15	Histone H3.1	524505	473642	503305	419559	382488	393205
P68871	P69891;P68871;P69892;P02042;P02100	HBB_HUMAN	HBB	Hemoglobin subunit beta	430850	449633	491846	466073	526356	492763
P69849;Q15155;Q5JPE7	P69849;Q5JPE7;Q15155	NOMO1_HUMAN;NOMO2_HUMAN;NOMO3_HUMAN	NOMO1;NOMO2;NOMO3	Nodal modulator 3	80483.5	89493.4	82407.1	72783.8	65586.6	70646.8
P69905	P69905	HBA_HUMAN	HBA1	Hemoglobin subunit alpha	254071	282651	258768	275781	250088	272037
P78314	P78314	3BP2_HUMAN	SH3BP2	SH3 domain-binding protein 2	55666.9	53979.3	55671.6	60252	62792.5	66377.5
P78316	P78316	NOP14_HUMAN	NOP14	Nucleolar protein 14	95650.3	104036	103033	75291.4	70865.2	72022.3
P78318	P78318	IGBP1_HUMAN	IGBP1	Immunoglobulin-binding protein 1	109833	97786	111559	107675	107695	101399
P78332	P78332	RBM6_HUMAN	RBM6	RNA-binding protein 6	124009	129230	137965	95567.7	98767.2	105188
P78344	P78344	IF4G2_HUMAN	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2	180753	181635	183249	137079	160241	142440
P78345	P78345	RPP38_HUMAN	RPP38	Ribonuclease P protein subunit p38	131030	137846	157137	154451	137351	126029
P78346	P78346	RPP30_HUMAN	RPP30	Ribonuclease P protein subunit p30	241267	227148	232559	202698	194632	213574
P78347	P78347	GTF2I_HUMAN	GTF2I	General transcription factor II-I	173006	164756	175125	195088	189091	184434
P78356	P78356	PI42B_HUMAN	PIP4K2B	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	36341.4	55840.8	43944.2	40115.8	55333.1	66268.5
P78358	P78358	CTG1B_HUMAN	CTAG1A	Cancer/testis antigen 1	89849.4	101499	73849.4	46538.8	49824.8	45118.3
P78362	P78362	SRPK2_HUMAN	SRPK2	SRSF protein kinase 2	151988	136273	155530	143808	145577	136679
P78371	P78371	TCPB_HUMAN	CCT2	T-complex protein 1 subunit beta	9.13876e+06	8.56394e+06	8.93507e+06	1.1964e+07	1.04805e+07	1.11023e+07
P78406	P78406	RAE1L_HUMAN	RAE1	mRNA export factor	432058	447853	461182	435252	430273	440694
P78417	P78417	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1	136577	71398.8	40969.1	134978	77557	136756
P78527	P78527	PRKDC_HUMAN	PRKDC	DNA-dependent protein kinase catalytic subunit	783026	883910	813228	493856	521277	532500
P78537	P78537	BL1S1_HUMAN	BLOC1S1	Biogenesis of lysosome-related organelles complex 1 subunit 1	28691	54550.8	30545	31384	28681	46283.4
P78549	P78549	NTH_HUMAN	NTHL1	Endonuclease III-like protein 1	112959	120238	113210	101813	117602	112973
P79522	P79522	PRR3_HUMAN	PRR3	Proline-rich protein 3	78436.1	103189	67257.9	83408.6	64575	60009.5
P80303	P80303	NUCB2_HUMAN	NUCB2	Nucleobindin-2	617560	598339	574477	700654	613103	641413
P80723	P80723	BASP1_HUMAN	BASP1	Brain acid soluble protein 1	442439	471936	415820	434714	417292	415598
P81605	P81605	DCD_HUMAN	DCD	Dermcidin	611405	634325	561229	310656	404561	553802
P82650	P82650	RT22_HUMAN	MRPS22	28S ribosomal protein S22, mitochondrial	221108	206023	212649	203560	235063	234899
P82663	P82663	RT25_HUMAN	MRPS25	28S ribosomal protein S25, mitochondrial	123173	113308	98624.1	96060.5	99226.8	98330.3
P82673	P82673	RT35_HUMAN	MRPS35	28S ribosomal protein S35, mitochondrial	74291.2	33319.1	66076.1	34298.9	51671.3	62433.5
P82675	P82675	RT05_HUMAN	MRPS5	28S ribosomal protein S5, mitochondrial	78888.5	92832.9	75387.6	77893.1	68404.2	75490.3
P82912	P82912	RT11_HUMAN	MRPS11	28S ribosomal protein S11, mitochondrial	130616	102894	98235.1	108457	106794	115525
P82914	P82914	RT15_HUMAN	MRPS15	28S ribosomal protein S15, mitochondrial	162288	157971	150601	109142	115004	124961
P82921	P82921	RT21_HUMAN	MRPS21	28S ribosomal protein S21, mitochondrial	97597.5	104756	129024	97648.2	61705.1	70367.8
P82930	P82930	RT34_HUMAN	MRPS34	28S ribosomal protein S34, mitochondrial	244835	246281	257317	318036	257774	214738
P82932	P82932	RT06_HUMAN	MRPS6	28S ribosomal protein S6, mitochondrial	81076	90857.6	105097	62624.8	80409.8	69623.7
P82933	P82933	RT09_HUMAN	MRPS9	28S ribosomal protein S9, mitochondrial	117808	141353	100842	86581.4	73134.5	91908.6
P82979	P82979	SARNP_HUMAN	SARNP	SAP domain-containing ribonucleoprotein	39124.9	67868.9	43744.8	66079.3	43131.1	56827.9
P83731	P83731	RL24_HUMAN	RPL24	60S ribosomal protein L24	1.58267e+06	1.58875e+06	1.65763e+06	1.09487e+06	1.04756e+06	1.2556e+06
P83876	P83876	TXN4A_HUMAN	TXNL4A	Thioredoxin-like protein 4A	17505.2	18506.8	20680.1	19620.7	14552.7	17436
P83881	Q969Q0;P83881	RL36A_HUMAN	RPL36A	60S ribosomal protein L36a	1.58479e+06	1.50849e+06	1.36988e+06	1.21549e+06	1.39154e+06	1.52979e+06
P83916	P83916	CBX1_HUMAN	CBX1	Chromobox protein homolog 1	73800.9	81071.3	58040.8	90395.3	74970.5	93439.9
P84085	P84085	ARF5_HUMAN	ARF5	ADP-ribosylation factor 5	52205.4	57122.4	54124.2	17214.4		32169.3
P84090	P84090	ERH_HUMAN	ERH	Enhancer of rudimentary homolog	120142	154570	172015	103056	83551.1	107384
P84095	P84095	RHOG_HUMAN	RHOG	Rho-related GTP-binding protein RhoG	25448.8	31620.2	26314.3	24991.8	24664.3	19172.7
P84098	P84098	RL19_HUMAN	RPL19	60S ribosomal protein L19	1.91161e+06	2.07161e+06	1.87054e+06	1.68018e+06	1.61954e+06	1.50516e+06
P84103	P84103	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3	349565	337183	409705	323542	415097	374014
P85037	P85037	FOXK1_HUMAN	FOXK1	Forkhead box protein K1	211812	198240	213133	247661	224545	216079
P86452	P86452	ZBED6_HUMAN	ZBED6	Zinc finger BED domain-containing protein 6	19880.9	12428.2	18320.7	21584.9	21477.5	14242.1
P86790;P86791	P86791;P86790	CCZ1B_HUMAN;CCZ1_HUMAN	CCZ1;CCZ1B	Vacuolar fusion protein CCZ1 homolog B	58600.3	42846.2	29851.9	33025.2	37445.4	40199.5
P98082	P98082	DAB2_HUMAN	DAB2	Disabled homolog 2	94870.9	111353	84328	130354	117392	137513
P98160	P98160	PGBM_HUMAN	HSPG2	Basement membrane-specific heparan sulfate proteoglycan core protein	203956	208188	213961	228597	226461	228862
P98170	P98170	XIAP_HUMAN	XIAP	E3 ubiquitin-protein ligase XIAP	24049.9	27291.5	24024.8	36515.5	18396.8	24604.2
P98171	P98171	RHG04_HUMAN	ARHGAP4	Rho GTPase-activating protein 4	89460	32072	50678.5	29681.7	33657.5	23997.5
P98174	P98174	FGD1_HUMAN	FGD1	FYVE, RhoGEF and PH domain-containing protein 1	53095.2	41251.9	34911.1	37458	34369.4	43062.6
P98175	P52756;P98175	RBM10_HUMAN	RBM10	RNA-binding protein 10	188434	141428	149068	106605	109629	115793
P98194	P98194	AT2C1_HUMAN	ATP2C1	Calcium-transporting ATPase type 2C member 1	170053	179538	220501	184559	152337	130180
P99999	P99999	CYC_HUMAN	CYCS	Cytochrome c	60356.9	47868.9	16742.3	20791.5	38429.7	52894.8
Q00005	Q00005	2ABB_HUMAN	PPP2R2B	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform	18982.6	22133.7	23620.6	31801.3	16628.5	22551
Q00013	Q00013	EM55_HUMAN	MPP1	55 kDa erythrocyte membrane protein	39561.8		50571	41174.8	37697.3	47603.4
Q00059	Q00059	TFAM_HUMAN	TFAM	Transcription factor A, mitochondrial	64652.2	63025.1	62925.9	82030.7	77384.1	69559.9
Q00325	Q00325	MPCP_HUMAN	SLC25A3	Phosphate carrier protein, mitochondrial	2.55934e+06	2.63974e+06	2.42036e+06	1.82415e+06	2.02253e+06	2.12059e+06
Q00341	Q00341	VIGLN_HUMAN	HDLBP	Vigilin	154727	151465	150418	186831	197222	206690
Q00403	Q00403	TF2B_HUMAN	GTF2B	Transcription initiation factor IIB	19392.7		28107	19216.6	25997.7	30807.3
Q00534	Q00534	CDK6_HUMAN	CDK6	Cyclin-dependent kinase 6	36206.5	30220.7	31575.2	44871.8	33419.7	46319.4
Q00535	Q00535	CDK5_HUMAN	CDK5	Cyclin-dependent-like kinase 5	53944.3	45783.4	64733	95628.6	71693.1	68448.9
Q00577	Q00577	PURA_HUMAN	PURA	Transcriptional activator protein Pur-alpha	62405.9	69450.4	93296.4	65793.3	69388.7	104623
Q00587	Q00587	BORG5_HUMAN	CDC42EP1	Cdc42 effector protein 1	140230	138642	137735	108621	133206	126509
Q00610	Q00610;P53675	CLH1_HUMAN	CLTC	Clathrin heavy chain 1	633733	654962	618900	360302	395459	442314
Q00653	Q04864;Q00653	NFKB2_HUMAN	NFKB2	Nuclear factor NF-kappa-B p100 subunit	123089	121581	116860	117522	116917	115913
Q00796	Q00796	DHSO_HUMAN	SORD	Sorbitol dehydrogenase	49243.3	42543.5	37454.2	57792.2	37029.7	66185.5
Q00839	Q00839	HNRPU_HUMAN	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	2.23116e+06	2.18658e+06	2.17126e+06	1.81092e+06	1.68461e+06	1.69352e+06
Q01082	Q01082	SPTB2_HUMAN	SPTBN1	Spectrin beta chain, non-erythrocytic 1	209927	205985	206837	217989	225641	235858
Q01085	Q01085	TIAR_HUMAN	TIAL1	Nucleolysin TIAR	29484.5	32881.7			31677.5	39243.5
Q01130	Q9BRL6;Q01130	SRSF2_HUMAN	SRSF2	Serine/arginine-rich splicing factor 2	96953.3	91382.8	113296	80253.5	89305.9	79827.3
Q01167	Q01167	FOXK2_HUMAN	FOXK2	Forkhead box protein K2	69589.5	64982.8	79339.6	77740.8	69879.5	67758.6
Q01433	Q01433	AMPD2_HUMAN	AMPD2	AMP deaminase 2	1.36113e+06	1.38829e+06	1.37839e+06	1.53129e+06	1.46297e+06	1.51848e+06
Q01518	Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	688265	685152	672780	628864	710428	704662
Q01546;Q9NSB2	Q01546;Q9NSB2	K22O_HUMAN;KRT84_HUMAN	KRT76;KRT84	Keratin, type II cytoskeletal 2 oral	11440.4		15540.1			83622.6
Q01650	Q01650	LAT1_HUMAN	SLC7A5	Large neutral amino acids transporter small subunit 1	1.18709e+06	1.30459e+06	1.04253e+06	1.10651e+06	1.10954e+06	1.04703e+06
Q01664	Q01664	TFAP4_HUMAN	TFAP4	Transcription factor AP-4	63025.7	40085.5	46170.6	40803	59616.1	43246.2
Q01780	Q01780	EXOSX_HUMAN	EXOSC10	Exosome component 10	539554	569152	576915	519554	489996	524568
Q01804	Q01804	OTUD4_HUMAN	OTUD4	OTU domain-containing protein 4	93648.5	89005.2	79252.3	78558.2	74938	80399.7
